API_UWI,Unformatted_API_UWI,API_UWI_12,Unformatted_API_UWI_12,API_UWI_14,Unformatted_API_UWI_14,WellID,CompletionID,WellPadID,CompletionNumber,WellName,Country,StateProvince,County,Lease,LeaseName,ENVOperator,RawOperator,InitialOperator,ENVWellServiceProvider,ENVProdWellType,StateWellType,ENVWellType,ENVRegion,ENVBasin,ENVPlay,ENVWellStatus,ENVWellboreStatus,OnConfidential,OffConfidentialDate,Trajectory,Formation,FirstProdDate,Latitude,Longitude,Latitude_BH,Longitude_BH,TVD_FT,MD_FT,District,Field,Survey,Block,Abstract,Platform,Section,Township,Range,Section_Township_Range,Unit_Name,Vintage,FirstProdQuarter,FirstProdMonth,ENVElevationKB_FT,ENVElevationKBSource,ENVElevationGL_FT,ENVElevationGLSource,CoordinateSource,PermitApprovedDate,PermitSubmittedDate,SpudDate,DrillingEndDate,RigReleaseDate,CompletionDate,ENVFracJobType,UpperPerf_FT,LowerPerf_FT,PerfInterval_FT,LateralLength_FT,Proppant_LBS,TotalFluidPumped_BBL,TestDate,ChokeSize_64IN,TestRate_BOEPerDAY,TestRate_BOEPerDAYPer1000FT,TestRate_MCFEPerDAY,OilTestRate_BBLPerDAY,OilTestRate_BBLPerDAYPer1000FT,GasTestRate_MCFPerDAY,GasTestRate_MCFPerDAYPer1000FT,WaterTestRate_BBLPerDAY,WaterTestRate_BBLPerDAYPer1000Ft,CasingPressure_PSI,FlowingTubingPressure_PSI,ShutInPressure_PSI,OilTestMethodName,OilGravity_API,GasGravity_SG,First3MonthProd_BOE,First3MonthProd_BOEPer1000FT,First3MonthGas_MCF,First3MonthGas_MCFPer1000FT,First3MonthProd_MCFE,First3MonthProd_MCFEPer1000FT,First3MonthOil_BBL,First3MonthOil_BBLPer1000FT,First3MonthWater_BBL,First6MonthProd_BOE,First6MonthProd_BOEPer1000FT,First6MonthGas_MCF,First6MonthGas_MCFPer1000FT,First6MonthProd_MCFE,First6MonthProd_MCFEPer1000FT,First6MonthOil_BBL,First6MonthOil_BBLPer1000FT,First6MonthWater_BBL,First9MonthProd_BOE,First9MonthProd_BOEPer1000FT,First9MonthGas_MCF,First9MonthGas_MCFPer1000FT,First9MonthProd_MCFE,First9MonthProd_MCFEPer1000FT,First9MonthOil_BBL,First9MonthOil_BBLPer1000FT,First9MonthWater_BBL,First12MonthProd_BOE,First12MonthProd_BOEPer1000FT,First12MonthGas_MCF,First12MonthGas_MCFPer1000FT,First12MonthProd_MCFE,First12MonthProd_MCFEPer1000FT,First12MonthOil_BBL,First12MonthOil_BBLPer1000FT,First12MonthWater_BBL,First36MonthProd_BOE,First36MonthProd_BOEPer1000FT,First36MonthGas_MCF,First36MonthGas_MCFPer1000FT,First36MonthProd_MCFE,First36MonthProd_MCFEPer1000FT,First36MonthOil_BBL,First36MonthOil_BBLPer1000FT,First36MonthWater_BBL,First36MonthWaterProductionBBLPer1000Ft,PeakProductionDate,MonthsToPeakProduction,PeakProd_BOE,PeakProd_BOEPer1000FT,PeakGas_MCF,PeakGas_MCFPer1000FT,PeakProd_MCFE,PeakProd_MCFEPer1000FT,PeakOil_BBL,PeakOil_BBLPer1000FT,PeakWater_BBL,CumProd_BOE,CumProd_BOEPer1000FT,CumGas_MCF,CumGas_MCFPer1000FT,CumProd_MCFE,CumProd_MCFEPer1000FT,CumOil_BBL,CumOil_BBLPer1000FT,CumWater_BBL,TotalProducingMonths,LastProdDate,LastMonthLiquidsProduction_BBL,LastMonthGasProduction_MCF,LastMonthWaterProduction_BBL,Last12MonthBOEProduction,Last12MonthGasProduction_MCF,Last12MonthOilProduction_BBL,Last12MonthWaterProduction_BBL,WHLiquids_PCT,GOR_ScfPerBbl,FirstProdYear
42-227-38499,4222738499,42-227-38499-00,4.22274E+11,42-227-38499-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-38499,1,NEAL 23 1,US,TX,HOWARD,46999,NEAL 23,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/6/1,32.238043,-101.596376,32.238043,-101.596376,10223,10223,8,SPRABERRY,T&P RR CO,34,392,,23,1N,,,,2015,2015-Q2,Jun-15,2515,ACTUAL,2497,ACTUAL,,2015/3/12,2015/3/9,2015/4/30,2015/5/11,2015/5/11,2015/6/15,HYBRID CROSSLINKER/LINEAR GEL HC,7104,10061,2957,,1101887,41552,2015/7/26,,131,,785,111,,119,,599,,,,,PUMPING,38,,4387,,7456,,26320,,3144,,11511,8695,,18951,,52173,,5537,,18880,11959,,27276,,71753,,7413,,24531,14538,,34690,,87227,,8756,,28504,26534,,59952,,159207,,16542,,49457,,2015/8/1,3,2821,,4955,,16926,,2216,,6911,48651,,121090,,291908,,28470,,73966,118,2025/3/1,74,578,107,2174,7244,966,1448,59,4253,2015
42-227-38563,4222738563,42-227-38563-00,4.22274E+11,42-227-38563-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-38563,1,SOFTVEST 1,US,TX,HOWARD,47208,SOFTVEST 1,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/9/1,32.213203,-101.583091,32.213203,-101.583091,10204,10204,8,SPRABERRY,T&P RR CO,34,404,,1,1S,,,,2015,2015-Q3,Sep-15,2515,ACTUAL,2501,ACTUAL,,2015/6/11,2015/6/9,2015/7/21,2015/8/6,2015/8/6,2015/9/25,HYBRID CROSSLINKER/LINEAR GEL HC,7790,9778,1988,,1184622,44111,2015/11/10,,132,,792,95,,222,,263,,,,,PUMPING,38,,5496,,10393,,32977,,3764,,15414,9793,,20265,,58755,,6415,,17755,14928,,30682,,89569,,9815,,20778,19779,,43058,,118674,,12603,,23270,37876,,82617,,227253,,24106,,33813,,2015/11/1,3,3134,,7261,,18805,,1924,,10963,57399,,132576,,344393,,35303,,45009,115,2025/3/1,77,474,84,1994,6217,958,1043,62,3755,2015
42-227-38607,4222738607,42-227-38607-00,4.22274E+11,42-227-38607-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-38607,1,ROBB 13,US,TX,HOWARD,46029,ROBB 13,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/10/1,32.160802,-101.68283,32.160802,-101.68283,10609,10609,8,SPRABERRY,T&P RR CO,35,517,,13,1S,,,,2015,2015-Q4,Oct-15,2491,ACTUAL,2477,ACTUAL,,2015/8/19,2015/8/10,2015/8/31,2015/9/13,2015/9/13,2015/10/20,HYBRID CROSSLINKER/LINEAR GEL HC,7885,10430,2545,,1189499,43310,2015/10/23,24,150,,900,122,,168,,1523,,900,450,,PUMPING,38,,3391,,4250,,20346,,2683,,7138,6682,,9616,,40092,,5079,,13497,8812,,13297,,52875,,6596,,17509,10753,,16692,,64517,,7971,,21132,20212,,33660,,121275,,14602,,38389,,2015/12/1,3,1514,,2104,,9082,,1228,,3266,48356,,66589,,290138,,37258,,94172,114,2025/3/1,224,297,530,3462,3808,2827,6725,77,1787,2015
42-227-38633,4222738633,42-227-38633-00,4.22274E+11,42-227-38633-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-38633,1,ROBB WALTER UNIT 1504WA,US,TX,HOWARD,47664,ROBB WALTER UNIT,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2016/2/1,32.194678,-101.506372,32.219956,-101.514277,7582,16760,8,SPRABERRY,T&P RR CO,33,365,,15,1S,,,ROBB WALTER UNIT,2016,2016-Q1,Feb-16,2604,ACTUAL,2579,ACTUAL,ACTUAL,2015/9/22,2015/9/14,2015/11/14,2015/11/29,2015/11/29,2016/2/25,SLICKWATER HC,7666,16564,8898,8998,11678532,364582,2016/4/6,,776,87,4656,733,82,258,29,1336,150,,,,PUMPING,42,,28471,3200,6732,757,170826,19198,27349,3074,42336,61664,6930,31620,3554,369982,41580,56394,6338,68608,86625,9735,54269,6099,519751,58412,77580,8719,87883,108777,12225,76404,8587,652659,73349,96043,10794,104776,213585,24004,171211,19241,1281512,144022,185050,20797,188006,21129,2016/3/1,2,15175,1705,11267,1266,91051,10233,15095,1696,27513,330373,37129,272165,30587,1982239,222774,285012,32031,289415,111,2025/4/1,378,386,415,9868,11393,7969,8674,86,955,2016
42-227-38668,4222738668,42-227-38668-00,4.22274E+11,42-227-38668-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-38668,1,SHIELDS UNIT 3107WA,US,TX,HOWARD,47757,SHIELDS UNIT,OCCIDENTAL,OXY USA INC.,OCCIDENTAL PETR,WEATHERFORD,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2016/2/1,32.398385,-101.515337,32.371337,-101.507021,7653,17625,8,SPRABERRY,T&P RR CO,32,278,,31,2N,,,SHIELDS UNIT,2016,2016-Q1,Feb-16,2698,ACTUAL,2673,ACTUAL,ACTUAL,2015/11/16,2015/11/11,2015/12/15,2016/1/4,2016/1/4,2016/2/26,SLICKWATER HC,7695,17342,9647,9739,12448316,378848,2016/5/24,,894,93,5365,772,80,733,76,1655,172,,,,PUMPING,42,,17120,1775,11431,1185,102721,10648,15215,1577,32618,94460,9792,64599,6696,566757,58750,83693,8676,179306,177843,18435,142045,14724,1067059,110610,154169,15981,329862,234500,24308,206118,21366,1407000,145848,200147,20747,427804,409199,42417,387907,40210,2455195,254504,344548,35716,678389,70321,2016/8/1,7,29702,3079,29509,3059,178209,18473,25962,2691,55511,595854,61766,453964,47058,3575123,370594,520193,53923,818477,111,2025/4/1,1521,41,479,18261,608,18159,6324,87,873,2016
42-329-38559,4232938559,42-329-38559-00,4.23294E+11,42-329-38559-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-38559,1,MILLER TRUST 107,US,TX,MIDLAND,40091,MILLER TRUST,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,ATOKA,2013/8/1,31.869151,-102.021868,31.869151,-102.021868,11505,11505,8,SPRABERRY,T&P RR CO,39,195,,1,3S,,,,2013,2013-Q3,Aug-13,2763,ACTUAL,2745,ACTUAL,,2013/2/11,2013/2/2,2013/7/24,2013/8/11,2013/8/11,2013/8/27,HYBRID CROSSLINKER/LINEAR GEL HC,8513,11427,2914,,863278,31777,2014/1/8,,108,,645,84,,141,,143,,,,,PUMPING,38,,6951,,12238,,41704,,4911,,8723,13794,,23902,,82763,,9810,,17462,18636,,32185,,111814,,13272,,24659,23188,,40866,,139131,,16377,,31050,56424,,109438,,338542,,38184,,74059,,2019/12/1,77,3407,,5104,,20440,,2965,,11633,207306,,298157,,1243835,,157613,,429475,140,2025/3/1,472,1605,1000,13711,26175,9348,20937,76,1892,2013
42-329-38559,4232938559,42-329-38559-00,4.23294E+11,42-329-38559-00-01,4.23294E+13,8.4042E+14,8.40421E+14,42-329-38559,2,MILLER TRUST 107,US,TX,MIDLAND,40091,MILLER TRUST,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,ATOKA,2013/8/1,31.869151,-102.021868,31.869151,-102.021868,11505,11505,8,SPRABERRY,T&P RR CO,39,195,,1,3S,,,,2013,2013-Q3,Aug-13,2763,ACTUAL,2745,ACTUAL,,2013/2/11,2013/2/2,2013/7/24,2013/8/11,2013/8/11,2016/8/31,HYBRID CROSSLINKER/LINEAR GEL HC,,,,,365718,8641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2013
42-329-38968,4232938968,42-329-38968-00,4.23294E+11,42-329-38968-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-38968,1,TRIPLE HOP 403,US,TX,MIDLAND,44329,TRIPLE HOP,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/2/1,31.940303,-101.874143,31.940303,-101.874143,11478,11478,8,SPRABERRY,"LEECH, L",,1036,,40,,,,,2014,2014-Q1,Feb-14,2694,ACTUAL,2679,ACTUAL,,2013/11/1,2013/10/22,2013/12/16,2014/1/4,2014/1/4,2014/2/14,,8836,11352,2516,,988860,41510,2014/5/4,64,147,,881,113,,203,,144,,,330,,PUMPING,38,,10697,,20232,,64184,,7325,,10222,15175,,39863,,91052,,8531,,12108,20242,,58394,,121451,,10509,,15257,25237,,76744,,151424,,12447,,18366,54964,,180059,,329786,,24954,,39177,,2014/4/1,3,4894,,7943,,29362,,3807,,4852,121831,,383596,,730989,,57899,,102769,134,2025/3/1,168,3012,377,4999,16703,2215,4894,48,6625,2014
42-329-39026,4232939026,42-329-39026-00,4.23294E+11,42-329-39026-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-39026,1,SKYWEST 5 2,US,TX,MIDLAND,44741,SKYWEST 5,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/2/1,31.856417,-102.083075,31.856417,-102.083075,11570,11570,8,SPRABERRY,T&P RR CO,39,197,,5,3S,,,,2014,2014-Q1,Feb-14,2808,ACTUAL,2793,ACTUAL,,2013/12/9,2013/11/20,2013/12/24,2014/1/26,2014/1/26,2014/2/26,,9295,11414,2119,,1064079,48625,2014/5/28,,173,,1039,141,,193,,70,,,,,PUMPING,38,,13163,,22935,,78979,,9341,,4561,20778,,40468,,124671,,14034,,6572,26581,,55488,,159489,,17333,,8032,33338,,67698,,200026,,22055,,10231,70324,,156500,,421943,,44241,,22868,,2014/3/1,2,6211,,9766,,37267,,4583,,2275,114929,,257175,,689574,,72066,,67550,134,2025/3/1,114,560,472,2194,6041,1187,4444,63,3569,2014
42-329-39108,4232939108,42-329-39108-00,4.23294E+11,42-329-39108-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-39108,1,JONES -A- 6,US,TX,MIDLAND,25586,JONES -A-,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/3/1,31.843311,-101.780999,31.843311,-101.780999,11215,11215,8,SPRABERRY,T&P RR CO,36,505,,31,3S,,,,2015,2015-Q1,Mar-15,2658,ACTUAL,2644,ACTUAL,,2014/1/18,2014/1/7,2015/1/21,2015/3/6,2015/3/6,2015/3/18,,8581,10444,1863,,1071108,53189,2015/6/1,64,225,,1347,125,,597,,142,,1300,280,,PUMPING,38,,17289,,39763,,103735,,10662,,16682,30222,,76611,,181329,,17453,,29666,38333,,98330,,230000,,21945,,38252,45154,,116171,,270925,,25792,,45604,86985,,227608,,521908,,49050,,89985,,2015/4/1,2,7969,,19161,,47811,,4775,,5727,179441,,405586,,1076645,,111843,,209136,121,2025/3/1,1144,2812,2161,15617,22723,11830,22361,62,3626,2015
42-329-39507,4232939507,42-329-39507-00,4.23294E+11,42-329-39507-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-39507,1,FR NEON 15 1,US,TX,MIDLAND,46102,FR NEON 15,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,SPRABERRY,2015/1/1,31.876183,-101.837552,31.876183,-101.837552,11310,11310,8,SPRABERRY R 40 EXC,T&P RR CO,37,133,,15,3S,,,,2015,2015-Q1,Jan-15,2592,ACTUAL,2579,ACTUAL,,2014/6/19,2014/5/1,2014/8/25,2014/9/8,2014/9/8,2015/1/26,HYBRID CROSSLINKER/LINEAR GEL HC,8510,11300,2790,,2071862,52219,2015/3/18,,388,,2329,211,,1063,,477,,,,,PUMPING,38,,21474,,51172,,128842,,12945,,92298,46349,,130202,,278096,,24649,,167208,62961,,185881,,377767,,31981,,206288,73890,,218187,,443337,,37525,,230532,131804,,382157,,790823,,68111,,250791,,2015/3/1,3,11789,,32452,,70732,,6380,,45873,253009,,662839,,1518055,,142536,,250791,123,2025/3/1,284,0,0,5917,7791,4619,0,56,4650,2015
42-329-39523,4232939523,42-329-39523-00,4.23294E+11,42-329-39523-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-39523,1,BRAZOS JONES 8 4,US,TX,MIDLAND,46545,BRAZOS JONES 8,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/3/1,31.98195,-102.022764,31.98195,-102.022764,11437,11437,8,SPRABERRY,T&P RR CO,38,931,,8,2S,,,,2015,2015-Q1,Mar-15,2756,ACTUAL,2739,ACTUAL,,2014/7/7,2014/5/22,2014/12/12,2014/12/23,2014/12/23,2015/3/4,,9294,11319,2025,,1004740,47612,2015/7/10,,236,,1413,180,,333,,353,,,,,PUMPING,38,,13575,,7567,,81452,,12314,,24484,23278,,17532,,139669,,20356,,40583,28864,,27955,,173184,,24205,,48748,32970,,35752,,197821,,27012,,54693,51724,,75116,,310346,,39205,,80362,,2015/5/1,3,6743,,6857,,40456,,5600,,10982,85742,,138832,,514454,,62604,,128365,121,2025/3/1,188,649,377,3635,7752,2343,4707,73,2218,2015
42-329-39525,4232939525,42-329-39525-00,4.23294E+11,42-329-39525-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-39525,1,HAVERCROST 14 2,US,TX,MIDLAND,45900,HAVERCROST 14,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2014/12/1,31.841834,-102.034816,31.841834,-102.034816,11501,11501,8,SPRABERRY,T&P RR CO,39,844,,14,3S,,,,2014,2014-Q4,Dec-14,2817,ACTUAL,2799,ACTUAL,,2014/7/3,2014/5/22,2014/10/3,2014/10/25,2014/10/25,2014/12/8,HYBRID CROSSLINKER/LINEAR GEL HC,9403,11443,2040,,1162850,59578,2015/1/15,36,275,,1651,218,,343,,201,,1440,190,,PUMPING,38,,6997,,18309,,41980,,3945,,4077,12138,,35021,,72829,,6301,,7003,16476,,50392,,98858,,8078,,9269,19921,,55050,,119529,,10747,,12769,39851,,97272,,239107,,23639,,31542,,2015/1/1,2,4384,,8732,,26304,,2998,,2927,83809,,196901,,502855,,50992,,95928,124,2025/3/1,282,528,967,4080,6237,3041,9943,61,3861,2014
42-329-39887,4232939887,42-329-39887-00,4.23294E+11,42-329-39887-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-39884,1,SOUTH CURTIS RANCH 423SH,US,TX,MIDLAND,40691,SOUTH CURTIS RANCH,OCCIDENTAL,OCCIDENTAL PERMIAN LTD.,OCCIDENTAL PETR,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,HORIZONTAL,TREND AREA,2015/7/1,32.083564,-102.144063,32.108722,-102.150364,9071,18127,8,SPRABERRY,T&P RR CO,39,878,,4,1S,,,SOUTH CURTIS RANCH,2015,2015-Q3,Jul-15,2859,ACTUAL,2834,ACTUAL,ACTUAL,2014/12/2,2014/10/29,2015/2/19,2015/5/22,2015/5/22,2015/7/23,CROSSLINK HC,9395,16710,7315,8725,8941243,172687,2015/8/13,,776,106,4656,691,94,510,70,1111,152,,,,PUMPING,43,,23934,3272,14742,2015,143602,19631,21477,2936,44856,42629,5828,25786,3525,255776,34966,38332,5240,81925,63366,8662,37590,5139,380193,51974,57101,7806,122527,81933,11201,50419,6893,491599,67204,73530,10052,157514,178282,24372,127218,17391,1069694,146233,157079,21474,324156,44314,2015/8/1,2,9936,1358,6201,848,59618,8150,8903,1217,16823,304820,41670,254172,34747,1828917,250023,262457,35879,487783,118,2025/4/1,866,1574,1034,14564,18420,11494,14157,86,968,2015
42-329-40171,4232940171,42-329-40171-00,4.23294E+11,42-329-40171-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-40171,1,BURLESON 12 1,US,TX,MIDLAND,46951,BURLESON 12,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2015/6/1,31.986977,-101.946914,31.986977,-101.946914,11410,11410,8,SPRABERRY,T&P RR CO,38,731,,12,2S,,,,2015,2015-Q2,Jun-15,2710,ACTUAL,2692,ACTUAL,,2015/3/19,2015/3/17,2015/5/11,2015/5/29,2015/5/29,2015/6/11,HYBRID CROSSLINKER/LINEAR GEL HC,9039,11274,2235,,1102157,48354,2015/7/11,,236,,1413,216,,117,,301,,,,,PUMPING,38,,7920,,10862,,47522,,6110,,9623,13739,,20826,,82433,,10268,,13694,20730,,32082,,124378,,15383,,18829,25526,,42513,,153154,,18440,,21980,47695,,95957,,286171,,31702,,37179,,2015/7/1,2,3575,,5483,,21449,,2661,,6351,82619,,173903,,495717,,53636,,76266,118,2025/3/1,164,684,426,3501,8548,2077,5149,65,3242,2015
42-227-36591,4222736591,42-227-36591-00,4.22274E+11,42-227-36591-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36591,1,FREE 32 5,US,TX,HOWARD,41478,FREE 32,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2012/2/1,32.333949,-101.671467,32.333949,-101.671467,10473,10473,8,SPRABERRY,BAUER & COCKRELL,A,581,,32,,,,,2012,2012-Q1,Feb-12,2571,ACTUAL,2556,ACTUAL,,2011/2/10,2011/2/3,2011/12/15,2011/12/30,2011/12/30,2012/2/20,,7550,10429,2879,,842100,20308,2012/4/22,,141,,843,93,,285,,283,,,,,PUMPING,38,,4597,,11829,,27585,,2626,,15078,8564,,25484,,51382,,4316,,40180,11822,,36376,,70933,,5759,,57621,15064,,46251,,90386,,7356,,72979,33903,,108481,,203417,,15823,,113294,,2012/4/1,3,3692,,9360,,22155,,2270,,9185,95078,,331166,,570470,,39884,,119215,158,2025/3/1,111,4076,0,8471,41733,1515,1,42,8303,2012
42-329-40279,4232940279,42-329-40279-00,4.23294E+11,42-329-40279-00-00,4.23294E+13,8.4042E+14,8.40421E+14,42-329-40279,1,FR BERYLLIUM 9 1,US,TX,MIDLAND,47565,FR BERYLLIUM 9,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,SPRABERRY,2015/11/1,31.892239,-101.869078,31.892239,-101.869078,11430,11430,8,SPRABERRY R 40 EXC,T&P RR CO,37,132,,9,3S,,,,2015,2015-Q4,Nov-15,2640,ACTUAL,2627,ACTUAL,,2015/6/1,2015/5/27,2015/9/14,2015/11/3,2015/11/3,2015/11/16,,8533,11274,2741,,1293419,60049,2015/11/19,30,589,,3536,438,,908,,865,,1500,350,,PUMPING,40,,19878,,49436,,119270,,11639,,34290,35141,,85542,,210846,,20884,,62503,46236,,115026,,277416,,27065,,82024,55180,,143548,,331078,,31255,,95764,95279,,261828,,571674,,51641,,173449,,2015/12/1,2,8645,,25629,,51867,,5292,,15471,159258,,472399,,955549,,80525,,369248,113,2025/3/1,222,2484,2369,8222,26067,3877,38581,51,5866,2015
42-227-36682,4222736682,42-227-36682-00,4.22274E+11,42-227-36682-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36682,1,GUTHRIE 3021,US,TX,HOWARD,41920,GUTHRIE,OCCIDENTAL,OXY USA INC.,MERITAGE ENERGY,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2011/9/1,32.158163,-101.563215,32.158163,-101.563215,10038,10038,8,SPRABERRY,T&P RR CO,33,1535,,30,1S,,,,2011,2011-Q3,Sep-11,2510,ACTUAL,2497,ACTUAL,,2011/6/14,2011/6/13,2011/7/21,2011/8/5,2011/8/5,2011/8/5,,6836,9941,3105,,668847,24770,2011/10/23,,138,,829,116,,133,,160,,75,50,,PUMPING,44,,8838,,8461,,53029,,7428,,8869,19315,,22502,,115889,,15564,,17488,30839,,41601,,185036,,23906,,26453,35282,,42951,,211692,,28124,,31056,58204,,76036,,349224,,45531,,51287,,2011/11/1,3,4389,,7581,,26334,,3733,,4068,87455,,157368,,524729,,61227,,75235,164,2025/4/1,53,283,122,1159,3252,617,1383,70,2570,2011
42-227-36704,4222736704,42-227-36704-00,4.22274E+11,42-227-36704-00-00,4.22274E+13,8.4042E+14,8.40421E+14,42-227-36704,1,LEES 22 1,US,TX,HOWARD,42270,LEES 22,OCCIDENTAL,OXYROCK OPERATING  LLC,CROWNQUEST OPERATING,NOT REPORTED,OIL (40%+ WH LIQUIDS),OIL_WELL,OIL,PERMIAN,MIDLAND,MIDLAND,PRODUCING,PRODUCING,,,VERTICAL,TREND AREA,2011/11/1,32.367125,-101.65909,32.367058,-101.659199,9499,9500,8,SPRABERRY,T&P RR CO,34,1212,,22,2N,,,,2011,2011-Q4,Nov-11,2567,ACTUAL,2554,ACTUAL,ACTUAL,2011/7/7,2011/6/30,2011/8/24,2011/9/8,2011/9/8,2012/1/6,,7470,10287,2817,,1070100,24913,2012/1/27,,218,,1308,137,,486,,205,,,,,PUMPING,38,,4852,,8115,,29109,,3499,,29495,13372,,29183,,80231,,8508,,37828,19256,,48634,,115534,,11150,,42302,23219,,62045,,139313,,12878,,45276,56297,,170073,,337783,,27952,,73014,,2012/1/1,3,4790,,9695,,28742,,3499,,29495,108767,,355611,,652600,,49498,,133992,161,2025/3/1,67,1979,262,7546,32817,2076,7810,46,7184,2011
